Mix_ID,PCC_%,Age_days,Sample_No,Weight_lb,Avg_Length_in,Avg_Diameter_in,Area_in2,Max_Load_lbf,Max_Stress_psi,Strength_MPa,Water_lbs,Cement_lbs,FineAgg_lbs,CoarseAgg_lbs,PCC_lbs,WaterCement_Ratio,TotalAgg_lbs,FineCoarse_Ratio,TotalMix_lbs,PCC_Fraction,PCC_Cement_Ratio,Cylinder_Volume_in3,Density_lb_per_in3
25% PCC,25,1,1,8.379,8.079,3.975,12.41,18626.4,1500.95,10.3486859544255,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,100.258627610842,0.0835738549356917
25% PCC,25,1,2,8.3215,8.035,3.972,12.39,20371.1,1644.02,11.3351188799058,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,99.5621444245731,0.0835809639104776
25% PCC,25,1,3,8.5025,8.153,4.006,12.6,19174.1,1520.7,10.484857410903,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,102.761210998371,0.0827403639699689
25% PCC,25,7,1,8.42,8.064,4.009,12.622982899375,45945.3,3638.96,25.0897459880184,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,101.79173410056,0.0827179149112625
25% PCC,25,7,2,8.501,8.171,3.994,12.52869977685,44384.8,3542.37,24.4237813813773,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,102.372005876641,0.0830402796858719
25% PCC,25,7,3,8.6355,8.303,4.002,12.5789401265662,48318.5,3826.91,26.3856156206739,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,104.442939870879,0.0826815102167357
25% PCC,25,28,1,8.474,8.064,3.992,12.51,61150.3,4885.71,33.6857846393259,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,100.930277124506,0.0839589491025235
25% PCC,25,28,2,8.533,8.142,3.992,12.51,39900.7,3182.82,21.9447713977578,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,101.906537245502,0.0837335879585745
25% PCC,25,28,3,8.48,8.076,3.969,12.37,54337.5,4391.56,30.2787403244724,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,99.9190714442209,0.0848686829994602
25% PCC,25,56,1,8.4985,8.038,3.969,12.3723466374716,68052.9,5500.4,37.923922997916,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,99.448922271997,0.0854559285897161
25% PCC,25,56,2,8.65,8.25,3.972,12.3910571779183,61835.9,4989.5,34.401391498455,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,102.226221717826,0.0846162545640838
25% PCC,25,56,3,8.413,8.015,3.976,12.416026556329,66645.8,5364.54,36.9872012724966,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,99.5144528489768,0.0845404839110916
25% PCC,25,90,1,8.618,8.112,3.997,12.5475281270211,60744.7,4839.74,33.3688326467046,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,101.785548166395,0.0846682083581415
25% PCC,25,90,2,8.627,8.129,3.964,12.3411938193205,68332.9,5536.97,38.1760642720113,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,100.321564557256,0.0859934754613635
25% PCC,25,90,3,8.581,8.064,3.967,12.3598807978222,68594.9,5549.8,38.264524008042,41.024,70.464,109.568,221.408,23.488,0.582198001816531,330.976,0.494869200751554,465.952,0.0504086257811964,0.333333333333333,99.6700787536381,0.0860940425381853
30% PCC,30,1,1,8.3365,8.046,3.981,12.44,18826.5,1512.22,10.4263898690838,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,100.150763564702,0.0832395051547884
30% PCC,30,1,2,8.36,8.027,3.976,12.41,16060.3,1293.51,8.9184375021879,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,99.6634451676527,0.0838823099676808
30% PCC,30,1,3,8.4385,8.147,3.99,12.5,19890.2,1589.63,10.9601130309027,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,101.866970152092,0.0828384312147592
30% PCC,30,7,1,8.3355,8.0101,4.0,12.5663706143592,55374.9,4406.59,30.3823685265411,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,100.657885258078,0.0828102038765118
30% PCC,30,7,2,8.409,8.228,3.996,12.5412504395011,50162.9,3999.84,27.5779259988336,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,103.189408616215,0.0814909215273731
30% PCC,30,7,3,8.505,8.196,3.98,12.4410210674809,53052.5,4264.32040523359,29.4014542008801,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,101.966608669074,0.0834096584265389
30% PCC,30,28,1,8.442,8.103,3.961,12.323,62740.5,5091.53,35.1048635847537,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,99.8493874846181,0.0845473388737663
30% PCC,30,28,2,8.501,8.076,3.977,12.422,61430.3,4944.89,34.0938163757481,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,100.322275358302,0.0847369138074132
30% PCC,30,28,3,8.437,8.051,3.99,12.504,60748.3,4853.87,33.4662555672123,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,100.666622891186,0.0838112947239706
30% PCC,30,56,1,8.481,8.041,3.998,12.5538073853375,70601.4,5623.43,38.7721849873047,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,100.945165185499,0.0840159108602692
30% PCC,30,56,2,8.4325,8.065,3.967,12.3598807978222,64779.3,5241.09,36.1360434850461,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,99.6824386344359,0.0845936367079099
30% PCC,30,56,3,8.486,8.217,3.972,12.3910571779183,57808.5,4663.89,32.1563895772581,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,101.817316830954,0.083345350910093
30% PCC,30,90,1,8.027,8.023,3.992,12.51,60073.5,4794.3,33.055534875447,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,100.417114753213,0.0799365727617974
30% PCC,30,90,2,8.088,8.058,4.006,12.598,39608.7,3137.72,21.6338178439788,41.024,65.7664,109.568,221.408,28.1856,0.623783573374854,330.976,0.494869200751554,465.952,0.0604903509374356,0.428571428571429,101.56382168832,0.0796346559783908
35% PCC,35,1,1,8.2165,8.049,3.957,12.2976458473546,12686.8,1031.07,7.1089773990003,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,98.9837514253569,0.0830085734444609
35% PCC,35,1,2,8.21,8.03,4.032,12.7682367919082,13023.8,1019.74,7.0308597989046,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,102.528941439023,0.0800749513724641
35% PCC,35,1,3,8.286,8.074,3.991,12.5098855638458,12553.4,1003.47,6.9186820977963,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,101.004816042491,0.0820356922041641
35% PCC,35,7,1,8.3535,8.17,3.974,12.403538725531,42956.6,3462.68,23.8743381729372,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,101.336911387588,0.0824329445768283
35% PCC,35,7,2,8.23,8.079,3.978,12.4285206703123,43102.6,3468.04,23.9112940720116,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,100.410018495453,0.0819639327162626
35% PCC,35,7,3,8.3505,8.067,3.984,12.4660407113741,43341.3,3476.75,23.9713474080075,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,100.563550418655,0.0830370443887086
35% PCC,35,28,1,8.352,8.123,3.979,12.4335,52812.0,4247.12,29.2828615815048,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,101.007637388258,0.0826868167195732
35% PCC,35,28,2,8.472,8.133,3.993,12.522,50500.4,4032.79,27.8051082515391,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,101.84489717838,0.0831853164440964
35% PCC,35,28,3,8.441,8.144,3.981,12.447,55522.0,4460.58,30.7546164726282,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,101.370596379683,0.0832687219120646
35% PCC,35,56,1,8.415,8.1,3.98,12.4410210674809,59007.2,4742.97,32.7016269837513,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,100.772270646596,0.0835051145122161
35% PCC,35,56,2,8.368,8.106,4.003,12.5852272388642,,4509.23,31.0900464147867,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,102.015851998233,0.0820264678095806
35% PCC,35,56,3,8.415,8.16,3.976,12.416026556329,49843.5,4012.71,27.6666615251559,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,101.314776699645,0.0830579731221924
35% PCC,35,90,1,8.43,8.071,3.98,12.4410210674809,59912.0,4813.95,33.1910168561955,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,100.411481035639,0.0839545429770922
35% PCC,35,90,2,8.3485,8.162,3.981,12.4472736222597,62665.1,5032.14,34.6953839493006,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,101.594647304884,0.0821746048780136
35% PCC,35,90,3,8.4055,8.14,3.987,12.4848219376555,61864.6,4954.33,34.1589028845657,41.024,61.0688,109.568,221.408,32.8832,0.67176692517292,330.976,0.494869200751554,465.952,0.0705720760936749,0.538461538461538,101.626450572515,0.0827097665287667
40% PCC,40,1,1,8.328,8.096,3.985,12.4722995493382,8119.7,650.17,4.4827643472393,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,100.975737151442,0.0824752582643665
40% PCC,40,1,2,8.5115,8.219,3.991,12.5098855638458,6898.0,549.44,3.7882554454176,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,102.818749449249,0.0827815942675055
40% PCC,40,1,3,8.2965,8.053,4.006,12.6040980005361,7126.205,565.388,3.89821303467852,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,101.500801198318,0.0817382710486183
40% PCC,40,7,1,8.3835,8.182,3.969,12.372,29012.891,2344.98,16.1680679499042,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,101.230540187793,0.0828159168611346
40% PCC,40,7,2,8.351,8.178,3.973,12.397,30027.951,2422.18,16.7003432126922,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,101.385096226218,0.0823691085854143
40% PCC,40,7,3,8.395,8.0999,3.982,12.454,26416.477,2121.2,14.625159163548,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,100.872329404688,0.0832240124674851
40% PCC,40,28,1,8.35,8.0717,3.9867,12.4829431788548,29885.5,2393.46,16.5023257833234,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,100.758572456762,0.0828713606833122
40% PCC,40,28,2,8.398,8.0753,3.963,12.3349679680792,34953.7,2830.82,19.5178168316778,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,99.6085668326301,0.084310017371407
40% PCC,40,28,3,8.2875,7.9753,3.9717,12.3891854877011,33671.5,2716.54,18.7298839685766,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,98.8074710200624,0.0838752365022809
40% PCC,40,56,1,8.407,8.129,4.003,12.5852272388642,37033.6,2973.75,20.5032844911375,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,102.305312224727,0.0821755959410292
40% PCC,40,56,1,8.3395,8.114,3.983,12.4597834442063,43170.3,3463.91,23.8828187244039,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,101.09868286629,0.0824887106692532
40% PCC,40,56,2,8.393,8.088,3.982,12.4535277478349,38974.7,3095.45,21.3423764533305,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,100.724132424489,0.0833266050347181
40% PCC,40,90,1,8.3395,8.114,3.983,12.4597834442063,43170.3,3463.91,23.8828187244039,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,101.09868286629,0.0824887106692532
40% PCC,40,90,2,8.2645,8.088,3.995,12.5349743227774,42557.7,3394.55,23.4045983587695,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,101.382872322623,0.0815177140937622
40% PCC,40,90,3,8.287,8.066,3.977,12.4222728279225,44050.0,3545.76,24.4471546085904,41.024,56.3712,109.568,221.408,37.5808,0.727747502270663,330.976,0.494869200751554,465.952,0.0806538012499142,0.666666666666667,100.198052630023,0.0827061981992746
45% PCC,45,1,1,8.3195,8.1443,3.992,12.5161553973842,6431.1,513.83,3.5427331383207,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,101.935324402916,0.0816154757806608
45% PCC,45,1,2,8.1765,8.1207,4.02,12.6923484797681,6280.2,494.89,3.4121464352481,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,103.070754299653,0.0793290012822535
45% PCC,45,1,3,8.3,8.1767,4.002,12.5789401265662,7333.33,582.15,4.0137829563735,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,102.854219732894,0.0806967377863019
45% PCC,45,7,1,8.309,8.13,3.993,12.522,24219.0,1934.05,13.3348053367245,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,101.807329897975,0.0816149486321543
45% PCC,45,7,3,8.247,8.057,3.988,12.491,26081.7,2088.02,14.3963911166658,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,100.640675776885,0.08194499824587
45% PCC,45,28,1,8.3985,8.118,3.981,12.4472736222597,32660.0,2623.87,18.0909468105123,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,101.046967265505,0.0831148150931896
45% PCC,45,28,2,8.336,8.088,3.971,12.3848187603064,32692.0,2639.11,18.1960229116119,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,100.168414133358,0.0832198460175477
45% PCC,45,28,3,8.4255,8.129,3.988,12.4910854880086,32503.3,2601.55,17.9370558277995,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,101.540033932022,0.0829771241325433
45% PCC,45,56,1,8.3195,8.144,3.992,12.5161553973842,40449.2,3231.76,22.2822008195304,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,101.931569556297,0.0816184822446508
45% PCC,45,56,2,8.1769,8.12,4.02,12.6923484797681,41033.3,3232.64,22.2882682059456,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,103.061869655717,0.0793397211530832
45% PCC,45,56,3,8.3001,8.176,4.002,12.5789401265662,40659.4,3203.17,22.0850797086093,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,102.845414474805,0.0807046190866715
45% PCC,45,90,1,8.194,7.971,4.002,12.5789401265662,35438.0,2817.25,19.4242549752525,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,100.266731748859,0.0817220214230553
45% PCC,45,90,2,8.4415,8.151,3.995,12.5349743227774,42037.7,3353.63,23.1224648904627,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,102.172575704958,0.082620017570824
45% PCC,45,90,3,8.335,8.134,3.987,12.4848219376555,37532.3,3006.23,20.7272262079167,41.024,51.6736,109.568,221.408,42.2784,0.793906366113451,330.976,0.494869200751554,465.952,0.0907355264061534,0.818181818181818,101.55154164089,0.0820765481776195
50% PCC,50,1,1,8.2595,8.094,3.992,12.5115,4184.5,334.32,2.3050552571928,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,101.305761786428,0.0815304070997723
50% PCC,50,1,2,8.1895,8.051,3.999,12.5562,4314.3,340.7,2.349043808703,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,101.121270214538,0.0809869178128915
50% PCC,50,1,3,8.2245,8.098,4.013,12.6483,3959.8,312.24,2.1528190162296,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,102.42500015119,0.0802977787440546
50% PCC,50,7,1,8.38,8.137,3.975,12.41,19472.4,1568.84,10.8167710268436,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,100.978394958462,0.0829880491113682
50% PCC,50,7,2,8.2325,8.037,3.971,12.38,23292.9,1871.7,12.904917219693,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,99.5367883765824,0.0827081135956846
50% PCC,50,7,3,8.284,8.093,3.98,12.44,21396.2,1718.4,11.847950927136,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,100.685183499123,0.0822762566656308
50% PCC,50,28,1,8.2726,8.055,3.976,12.416026556329,28265.0,2276.49,15.6958460231121,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,100.01109391123,0.0827168234690321
50% PCC,50,28,2,8.3318,8.12,3.98,12.4410210674809,28321.9,2276.5,15.695914970685,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,101.021091067945,0.0824758464981947
50% PCC,50,28,3,8.2698,8.072,3.98,12.4410210674809,29315.6,2356.37,16.2465992354373,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,100.423922056706,0.082348904828974
50% PCC,50,56,1,8.381,8.156,3.966,12.353650234192,32018.9,2591.86,17.8702456296594,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,100.75637131007,0.0831808439608067
50% PCC,50,56,2,8.429,8.144,3.956,12.2914309916876,26384.4,2145.12,14.7900817579248,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,100.101413996304,0.0842046047452559
50% PCC,50,56,3,8.386,8.21,3.956,12.2914309916876,34337.5,2793.32,19.2592634333028,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,100.912648441755,0.0831015747727623
50% PCC,50,90,1,8.26,8.047,3.998,12.5538073853375,28496.5,2268.81,15.6428942871249,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,101.020488029811,0.0817655919219329
50% PCC,50,90,2,8.325,8.125,3.965,12.3474212413581,32905.7,2664.99,18.3744592302771,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,100.322797586034,0.0829821356692202
50% PCC,50,90,3,8.349,8.134,4.019,12.6860346639326,34886.0,2749.95,18.9602378096355,41.024,46.976,109.568,221.408,46.976,0.873297002724796,330.976,0.494869200751554,465.952,0.100817251562393,1.0,103.188205956428,0.0809104095047981
